127.0.0.1 - - [19/Sep/2018:11:29:50 +0000] "GET /2018/09/19/hello-world/ HTTP/1.0" 200 57611 "http://test-website.local/2018/09/19/hello-world/" "WordPress/4.9.8; http://test-website.local"
127.0.0.1 - - [19/Sep/2018:11:29:53 +0000] "POST /wp-cron.php?doing_wp_cron=1537356591.6713199615478515625000 HTTP/1.0" 499 0 "http://test-website.local/wp-cron.php?doing_wp_cron=1537356591.6713199615478515625000" "WordPress/4.9.8; http://test-website.local"
127.0.0.1 - - [19/Sep/2018:12:50:15 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 346 "http://test-website.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:35 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-login.php?redirect_to=http%3A%2F%2Ftest-website.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:38 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-login.php?redirect_to=http%3A%2F%2Ftest-website.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:41 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test-website.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:44 +0000] "GET /wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php HTTP/1.0" 200 326629 "http://test-website.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:44 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=4.9.8 HTTP/1.0" 200 6569 "http://test-website.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:46 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets,site-icon&load%5B%5D=,l10n,buttons,customize-controls,customize-widgets,customize-nav-menus,wp-color-picker,media-views,code-editor&ver=4.9.8 HTTP/1.0" 200 119718 "http://test-website.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:46 +0000] "GET /wp-includes/js/tinymce/wp-tinymce.php?c=1&ver=4800-20180716 HTTP/1.0" 200 208202 "http://test-website.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:47 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,underscore,customize-base,wp-a11y,wp-util,jquery-ui-core,customize-controls,jquery-ui-widget,jquery-u&load%5B%5D=i-mouse,jquery-ui-sortable,jquery-ui-draggable,jquery-ui-droppable,backbone,wp-backbone,wp-ajax-response,jquery-color,wp-lists,p&load%5B%5D=ostbox,nav-menu,shortcode,utils,media-models,moxiejs,plupload,wp-plupload&ver=4.9.8 HTTP/1.0" 200 168993 "http://test-website.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:47 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=heartbeat,customize-widgets,accordion,customize-nav-menus,jquery-ui-slider,jquery-touch-punch,iris,wp-color-picker,imgareaselect&load%5B%5D=,customize-models,customize-views,mce-view,image-edit,updates,quicktags,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autoc&load%5B%5D=omplete,thickbox,media-upload&ver=4.9.8 HTTP/1.0" 200 79669 "http://test-website.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:51 +0000] "GET /?customize_changeset_uuid=3a5e4753-3b58-4977-9396-d525ca193b5e&customize_theme=bloggist&customize_messenger_channel=preview-0 HTTP/1.0" 200 44161 "http://test-website.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:51 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:56 +0000] "GET /wp-admin/theme-install.php?browse=featured HTTP/1.0" 200 40245 "http://test-website.local/wp-admin/themes.php?search=blog" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:56 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:50:57 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 24518 "http://test-website.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:05 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 47927 "http://test-website.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:06 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:10 +0000] "GET /wp-admin/themes.php?action=activate&stylesheet=natural-lite&_wpnonce=227e15ff8a HTTP/1.0" 302 0 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:11 +0000] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 52701 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:13 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:15 +0000] "GET /wp-admin/customize.php?theme=bloggist&return=http%3A%2F%2Ftest-website.local%2Fwp-admin%2Fthemes.php HTTP/1.0" 200 328047 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:18 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/customize.php?theme=bloggist&return=http%3A%2F%2Ftest-website.local%2Fwp-admin%2Fthemes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:18 +0000] "POST /?customize_changeset_uuid=12d26162-bbc3-4ba0-86fb-be86f96f47ab&customize_theme=bloggist&customize_messenger_channel=preview-0&customize_autosaved=on HTTP/1.0" 200 44433 "http://test-website.local/wp-admin/customize.php?theme=bloggist&return=http%3A%2F%2Ftest-website.local%2Fwp-admin%2Fthemes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:24 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:26 +0000] "GET /wp-admin/themes.php?action=activate&stylesheet=natural-lite&_wpnonce=227e15ff8a HTTP/1.0" 302 0 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:27 +0000] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 52701 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:28 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:41 +0000] "GET /wp-admin/themes.php?page=tgmpa-install-plugins HTTP/1.0" 200 30319 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:41 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,svg-painter,heartbeat,wp-auth-check,thickbox&ver=4.9.8 HTTP/1.0" 200 16564 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:51:42 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:09 +0000] "POST /wp-admin/themes.php?page=tgmpa-install-plugins HTTP/1.0" 200 27233 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:10 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:23 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 52551 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:35 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:39 +0000] "GET /wp-admin/themes.php?page=tgmpa-install-plugins&plugin_status=activate HTTP/1.0" 200 29936 "http://test-website.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:40 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins&plugin_status=activate" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:45 +0000] "POST /wp-admin/themes.php?page=tgmpa-install-plugins&plugin_status=activate HTTP/1.0" 200 27897 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins&plugin_status=activate" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:46 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins&plugin_status=activate" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:54 +0000] "GET / HTTP/1.0" 499 0 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins&plugin_status=activate" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:54 +0000] "GET / HTTP/1.0" 200 20388 "http://test-website.local/wp-admin/themes.php?page=tgmpa-install-plugins&plugin_status=activate" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:52:55 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:55:35 +0000] "GET /hello-world/ HTTP/1.0" 200 24815 "http://test-website.local/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:12:55:36 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/hello-world/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:08:43 +0000] "GET /wp-admin/ HTTP/1.0" 302 132622 "http://test-website.local/hello-world/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:08:46 +0000] "GET /wp-admin/admin.php?page=organic-widgets HTTP/1.0" 200 117531 "http://test-website.local/hello-world/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:08:49 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils,underscore,shortcode,backbone,wp-util,wp-backbone,media-models,moxiejs,plupload,wp-plupload,jqu&load%5B%5D=ery-ui-core,jquery-ui-widget,jquery-ui-mouse,jquery-ui-sortable&ver=4.9.8 HTTP/1.0" 200 112100 "http://test-website.local/wp-admin/admin.php?page=organic-widgets" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:08:49 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check,media-views,wp-color-picker,editor-buttons&ver=4.9.8 HTTP/1.0" 200 112879 "http://test-website.local/wp-admin/admin.php?page=organic-widgets" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:08:50 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,svg-painter,heartbeat,wp-auth-check,media-editor,media-audiovideo,mce-view,imgareaselect,image-edit&load%5B%5D=,editor,quicktags,wp-a11y,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete&ver=4.9.8 HTTP/1.0" 200 50660 "http://test-website.local/wp-admin/admin.php?page=organic-widgets" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:08:52 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/admin.php?page=organic-widgets" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:08:53 +0000] "GET / HTTP/1.0" 200 20388 "http://test-website.local/wp-admin/admin.php?page=organic-widgets" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:08:54 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:09:01 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/hello-world/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:13:17 +0000] "GET /wp-admin/ HTTP/1.0" 200 132622 "http://test-website.local/hello-world/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:13:18 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils,jquery-ui-core,jquery-ui-widget,jquery-ui-mouse,jquery-ui-sortable,underscore,wp-util,thickbox,&load%5B%5D=shortcode,media-upload,backbone,wp-backbone,media-models,moxiejs,plupload,wp-plupload&ver=4.9.8 HTTP/1.0" 200 116984 "http://test-website.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:13:18 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,postbox,wp-a11y,dashbo&load%5B%5D=ard,plugin-install,updates,svg-painter,heartbeat,wp-auth-check,media-editor,media-audiovideo,mce-view,imgareaselect,image-edit,e&load%5B%5D=ditor,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete&ver=4.9.8 HTTP/1.0" 200 77843 "http://test-website.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:13:21 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:13:23 +0000] "GET / HTTP/1.0" 200 20388 "http://test-website.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:13:23 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:16:47 +0000] "GET /wp-admin HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:16:48 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:16:48 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Ftest-website.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 2285 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:16:49 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.8 HTTP/1.0" 200 39543 "http://test-website.local/wp-login.php?redirect_to=http%3A%2F%2Ftest-website.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:16:49 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-login.php?redirect_to=http%3A%2F%2Ftest-website.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:17:21 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://test-website.local/wp-login.php?redirect_to=http%3A%2F%2Ftest-website.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:17:22 +0000] "GET /wp-admin/ HTTP/1.0" 200 132622 "http://test-website.local/wp-login.php?redirect_to=http%3A%2F%2Ftest-website.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:17:24 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:17:35 +0000] "GET / HTTP/1.0" 200 20249 "http://test-website.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:17:35 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:17:42 +0000] "GET /sample-page/ HTTP/1.0" 200 21449 "http://test-website.local/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
127.0.0.1 - - [19/Sep/2018:13:17:42 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test-website.local/sample-page/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
